Method       t0       tn       N         h
 Euler        0    1e+02 1000000    0.0001

x  -  y  -  z  .........
  -3.008828e-06  -5.054357e-07   2.247714e-11   1.002575e+00   1.684168e-01  -7.489632e-06
  -2.974118e-06  -6.875251e-07   3.730053e-11   9.910093e-01   2.290910e-01  -1.242895e-05
  -2.928312e-06  -8.670493e-07   5.198476e-11   9.757460e-01   2.889104e-01  -1.732190e-05
  -2.871595e-06  -1.043343e-06   6.647532e-11   9.568475e-01   3.476536e-01  -2.215032e-05
  -2.804195e-06  -1.215756e-06   8.071858e-11   9.343890e-01   4.051033e-01  -2.689633e-05
  -2.726375e-06  -1.383651e-06   9.466191e-11   9.084584e-01   4.610478e-01  -3.154240e-05
  -2.638435e-06  -1.546410e-06   1.082539e-10   8.791558e-01   5.152809e-01  -3.607139e-05
  -2.540710e-06  -1.703434e-06   1.214444e-10   8.465926e-01   5.676031e-01  -4.046661e-05
  -2.433569e-06  -1.854146e-06   1.341848e-10   8.108921e-01   6.178219e-01  -4.471187e-05
  -2.317415e-06  -1.997990e-06   1.464283e-10   7.721883e-01   6.657524e-01  -4.879153e-05
  -2.192681e-06  -2.134437e-06   1.581296e-10   7.306256e-01   7.112182e-01  -5.269055e-05
  -2.059831e-06  -2.262984e-06   1.692457e-10   6.863585e-01   7.540514e-01  -5.639454e-05
  -1.919357e-06  -2.383155e-06   1.797353e-10   6.395511e-01   7.940937e-01  -5.988980e-05
  -1.771779e-06  -2.494504e-06   1.895596e-10   5.903763e-01   8.311966e-01  -6.316337e-05
  -1.617640e-06  -2.596618e-06   1.986821e-10   5.390155e-01   8.652218e-01  -6.620307e-05
  -1.457509e-06  -2.689112e-06   2.070685e-10   4.856581e-01   8.960419e-01  -6.899752e-05
  -1.291975e-06  -2.771638e-06   2.146874e-10   4.305005e-01   9.235406e-01  -7.153623e-05
  -1.121649e-06  -2.843883e-06   2.215099e-10   3.737459e-01   9.476134e-01  -7.380956e-05
  -9.471583e-07  -2.905568e-06   2.275099e-10   3.156036e-01   9.681676e-01  -7.580883e-05
  -7.691467e-07  -2.956453e-06   2.326642e-10   2.562882e-01   9.851228e-01  -7.752629e-05
  -5.882725e-07  -2.996333e-06   2.369525e-10   1.960189e-01   9.984113e-01  -7.895519e-05
  -4.052058e-07  -3.025044e-06   2.403575e-10   1.350191e-01   1.007978e+00  -8.008980e-05
  -2.206265e-07  -3.042463e-06   2.428653e-10   7.351518e-02   1.013782e+00  -8.092541e-05
  -3.522225e-08  -3.048502e-06   2.444647e-10   1.173644e-02   1.015795e+00  -8.145837e-05
   1.503137e-07  -3.043120e-06   2.451482e-10  -5.008620e-02   1.014001e+00  -8.168611e-05
   3.352851e-07  -3.026312e-06   2.449113e-10  -1.117207e-01   1.008401e+00  -8.160716e-05
   5.189946e-07  -2.998117e-06   2.437528e-10  -1.729348e-01   9.990058e-01  -8.122115e-05
   7.007466e-07  -2.958615e-06   2.416751e-10  -2.334965e-01   9.858434e-01  -8.052882e-05
   8.798491e-07  -2.907929e-06   2.386837e-10  -2.931755e-01   9.689541e-01  -7.953207e-05
   1.055617e-06  -2.846221e-06   2.347877e-10  -3.517432e-01   9.483923e-01  -7.823388e-05
   1.227372e-06  -2.773696e-06   2.299995e-10  -4.089740e-01   9.242264e-01  -7.663838e-05
   1.394450e-06  -2.690602e-06   2.243348e-10  -4.646463e-01   8.965386e-01  -7.475084e-05
   1.556199e-06  -2.597226e-06   2.178127e-10  -5.185427e-01   8.654245e-01  -7.257762e-05
   1.711982e-06  -2.493894e-06   2.104558e-10  -5.704514e-01   8.309933e-01  -7.012621e-05
   1.861183e-06  -2.380974e-06   2.022897e-10  -6.201668e-01   7.933671e-01  -6.740519e-05
   2.003205e-06  -2.258872e-06   1.933435e-10  -6.674902e-01   7.526811e-01  -6.442420e-05
   2.137476e-06  -2.128029e-06   1.836492e-10  -7.122308e-01   7.090830e-01  -6.119395e-05
   2.263450e-06  -1.988926e-06   1.732420e-10  -7.542065e-01   6.627323e-01  -5.772616e-05
   2.380607e-06  -1.842077e-06   1.621601e-10  -7.932447e-01   6.138006e-01  -5.403355e-05
   2.488461e-06  -1.688030e-06   1.504445e-10  -8.291830e-01   5.624704e-01  -5.012979e-05
   2.586558e-06  -1.527364e-06   1.381391e-10  -8.618698e-01   5.089347e-01  -4.602948e-05
   2.674477e-06  -1.360689e-06   1.252901e-10  -8.911654e-01   4.533967e-01  -4.174806e-05
   2.751836e-06  -1.188642e-06   1.119465e-10  -9.169424e-01   3.960688e-01  -3.730183e-05
   2.818293e-06  -1.011886e-06   9.815944e-11  -9.390866e-01   3.371718e-01  -3.270782e-05
   2.873546e-06  -8.311082e-07   8.398215e-11  -9.574974e-01   2.769345e-01  -2.798379e-05
   2.917335e-06  -6.470149e-07   6.946987e-11  -9.720884e-01   2.155925e-01  -2.314813e-05
   2.949446e-06  -4.603321e-07   5.467955e-11  -9.827883e-01   1.533878e-01  -1.821983e-05
   2.969711e-06  -2.718008e-07   3.966963e-11  -9.895407e-01   9.056703e-02  -1.321836e-05
